open,high,low,close,volume,close_time,quote,takers_buy_base,takers_buy_quote,predicted_close,actual_close,abs_error
61050.99,62878.0,61046.45,62711.51,11272.865488,2021-04-13 03:59:59.999000-05:00,702208842.7576287,6269.806143,390393025.5268693,0.80080646276474,0.9098803997039795,0.1090739369392395
62711.51,63287.88,62300.88,62924.24,6333.624079,2021-04-13 04:59:59.999000-05:00,397544743.3111721,3605.461764,226346448.48752967,0.8012456297874451,0.9131175875663757,0.11187195777893066
62924.23,63100.0,62458.0,62745.56,4400.767576,2021-04-13 05:59:59.999000-05:00,276040305.0690229,2191.675626,137478027.49732903,0.8040500283241272,0.9103986024856567,0.10634857416152954
62921.0,63657.86,62740.0,63331.83,4259.095727,2021-04-13 10:59:59.999000-05:00,269156564.0048767,2183.835174,138068530.8740654,0.8110790848731995,0.9193200469017029,0.10824096202850342
63150.79,63364.75,63026.46,63332.85,2346.347961,2021-04-13 12:59:59.999000-05:00,148321811.81305304,1149.600895,72671363.50326239,0.8129335045814514,0.9193355441093445,0.10640203952789307
63238.81,63666.0,63200.0,63575.0,1882.227029,2021-04-13 18:59:59.999000-05:00,119345890.58766794,987.815868,62637873.12885662,0.8162902593612671,0.9230204224586487,0.10673016309738159
63208.64,63865.0,63063.32,63749.19,2653.389128,2021-04-13 22:59:59.999000-05:00,168468281.54963318,1391.331807,88359937.43990219,0.8185192942619324,0.9256711006164551,0.1071518063545227
63749.19,64280.0,63605.85,64268.97,3136.566814,2021-04-13 23:59:59.999000-05:00,200273313.12852937,1757.407792,112242111.89330512,0.8184183239936829,0.933580756187439,0.1151624321937561
64268.97,64720.0,63890.54,64038.49,4224.556908,2021-04-14 00:59:59.999000-05:00,271609036.9060113,2155.994628,138668129.372286,0.8193843364715576,0.9300734996795654,0.11068916320800781
64038.48,64854.0,63915.0,64577.26,4207.951122,2021-04-14 01:59:59.999000-05:00,271074760.6357171,2183.808145,140696937.95500368,0.8210975527763367,0.9382721185684204,0.11717456579208374
64577.25,64655.0,64280.0,64288.8,2682.621518,2021-04-14 02:59:59.999000-05:00,172885004.50156212,1243.148326,80122704.9868912,0.8226905465126038,0.9338825345039368,0.11119198799133301
63568.41,64151.97,63431.98,64099.99,3544.018237,2021-04-14 05:59:59.999000-05:00,226423836.9661013,1676.97966,107146584.46650304,0.8232808709144592,0.9310093522071838,0.10772848129272461
64100.0,64787.98,64084.64,64511.21,3597.696262,2021-04-14 06:59:59.999000-05:00,231850148.84566936,1833.401974,118164442.20221564,0.8218149542808533,0.937267005443573,0.11545205116271973
63429.97,64299.0,63398.2,64177.15,4507.022256,2021-10-19 14:59:59.999000-05:00,287848707.75191194,2463.879454,157394851.69557798,0.818666398525238,0.9321835041046143,0.11351710557937622
64170.58,64343.0,63801.0,64116.96,3084.061241,2021-10-19 15:59:59.999000-05:00,197875159.9224719,1431.052442,91814637.8821547,0.8193762898445129,0.9312675595283508,0.11189126968383789
64116.96,64192.31,63590.0,64067.7,2006.29465,2021-10-19 16:59:59.999000-05:00,128311786.9413517,915.96342,58584311.5974074,0.820111870765686,0.9305179715156555,0.11040610074996948
64067.71,64230.18,63827.99,64080.16,1527.33075,2021-10-19 17:59:59.999000-05:00,97809036.4359591,780.59272,49987572.4293059,0.8212146162986755,0.930707573890686,0.1094929575920105
64083.38,64486.0,63995.0,64280.59,1549.114143,2021-10-19 18:59:59.999000-05:00,99532594.88455334,769.987171,49486026.69821602,0.8223059773445129,0.9337576031684875,0.11145162582397461
64280.59,64375.34,63982.76,64064.98,1194.72577,2021-10-19 19:59:59.999000-05:00,76629269.3548175,552.53687,35439488.8829122,0.8232001662254333,0.9304766058921814,0.10727643966674805
63844.67,64059.67,63767.24,64041.0,800.77029,2021-10-19 23:59:59.999000-05:00,51176513.8624953,411.68285,26312055.468162,0.8231240510940552,0.9301116466522217,0.1069875955581665
63788.0,64555.0,63760.0,64374.29,2809.415949,2021-10-20 07:59:59.999000-05:00,180431998.7655969,1597.845868,102640549.3710732,0.8244385123252869,0.9351834654808044,0.11074495315551758
64374.29,66100.0,64145.51,66040.59,7392.546921,2021-10-20 08:59:59.999000-05:00,482304888.0334401,4551.211813,296933903.28434634,0.8243881464004517,0.9605399966239929,0.13615185022354126
